100,0.7417640807651434,0.9070138150903294,0.9702444208289054
200,0.740701381509033,0.9032943676939427,0.971307120085016
300,0.7582359192348566,0.9139213602550478,0.9792773645058448
400,0.614240170031881,0.7566418703506907,0.8761955366631243
500,0.7720510095642933,0.9202975557917109,0.9851222104144527
600,0.7704569606801275,0.9272051009564294,0.9819341126461212
700,0.769394261424017,0.9298618490967057,0.9835281615302869
800,0.7699256110520722,0.9287991498405951,0.9829968119022316
900,0.78586609989373,0.9373007438894793,0.9840595111583422
1000,0.7922422954303932,0.9383634431455898,0.9845908607863975
1100,0.7832093517534537,0.9362380446333688,0.9840595111583422
1200,0.7826780021253985,0.9303931987247609,0.9819341126461212
1300,0.8065887353878852,0.9373007438894793,0.9851222104144527
1400,0.7986184909670563,0.9309245483528161,0.9845908607863975
1500,0.7837407013815091,0.9378320935175345,0.9861849096705633
1600,0.8193411264612115,0.9426142401700319,0.9883103081827843
1700,0.8283740701381509,0.9452709883103082,0.9861849096705633
1800,0.7906482465462275,0.9415515409139213,0.9861849096705633
1900,0.8140276301806588,0.944739638682253,0.9856535600425079
2000,0.8273113708820404,0.9473963868225292,0.9861849096705633
2100,0.8134962805526036,0.9404888416578109,0.9829968119022316
1700,0.8278427205100957,0.9452709883103082,0.9861849096705633
2200,0.8235919234856536,0.9479277364505845,0.9861849096705633
2300,0.8315621679064825,0.9452709883103082,0.9893730074388948
2400,0.8193411264612115,0.9473963868225292,0.9872476089266737
2500,0.8294367693942615,0.946865037194474,0.9893730074388948
2600,0.8219978746014878,0.9399574920297555,0.9888416578108395
2700,0.798087141339001,0.9330499468650372,0.9840595111583422
2800,0.8352816153028693,0.9452709883103082,0.9845908607863975
2900,0.8219978746014878,0.9436769394261424,0.987778958554729
3000,0.7943676939426142,0.9357066950053134,0.9867162592986185
3100,0.8352816153028693,0.9463336875664187,0.9861849096705633
3200,0.8368756641870351,0.946865037194474,0.987778958554729
3300,0.8278427205100957,0.944739638682253,0.9840595111583422
3400,0.834750265674814,0.9500531349628055,0.9861849096705633
3500,0.8400637619553666,0.9489904357066951,0.9861849096705633
3600,0.8395324123273114,0.9484590860786397,0.9840595111583422
3700,0.8437832093517534,0.9516471838469713,0.9856535600425079
3800,0.8374070138150903,0.9452709883103082,0.9856535600425079
3900,0.8421891604675876,0.9548352816153028,0.9883103081827843
4000,0.8267800212539851,0.9378320935175345,0.9824654622741764
5000,0.8400637619553666,0.9511158342189161,0.9856535600425079
50,0.6434643995749203,0.7545164718384697,0.8092454835281615
600,0.4392523364485981,0.6448598130841121,0.7850467289719626
600,0.4205607476635514,0.5700934579439252,0.719626168224299
7000,0.769394261424017,0.924548352816153,0.9819341126461212
7000,0.8475026567481403,0.9500531349628055,0.9888416578108395
7000,0.8379383634431455,0.953241232731137,0.9893730074388948
1805,0.557,0.77,0.879
